Filename,Extracted Values
X8Y4VIGO,"{""Fixed Assets"": ""2342"", ""Current Assets"": ""1109"", ""Creditors: amounts falling due within one year"": ""-1628"", ""Net current assets (liabilities)"": ""-519"", ""Total assets less current liabilities"": ""1823"", ""Accruals and deferred income"": ""-1400"", ""Total net assets (liabilities)"": ""423"", ""Capital and reserves For the year ending 30 April 2019 the company was entities to exemption under section 477 of the"": ""423""}"
X8Y4VIS3,"{""Called up share capital not paid"": ""1000"", ""Net assetsTssued share capital"": ""1000"", ""1000 Ordinary Shares 1 of £ each"": ""1000"", ""Total Shareholder funds STATEMENTS"": ""1000""}"
X8Y4VJ5T,"{""Called up share capital not paid"": ""6"", ""Net assetsTssued share capital"": ""6"", ""6 Ordinary Shares 1 of £ each"": ""6"", ""Total Shareholder funds STATEMENTS"": ""6""}"
X8Y4VJF3,"{""Fixed assets"": ""512"", ""Current assetsCreditors: amounts falling due within"": ""18149"", ""one year"": ""-18626"", ""Net current liabilities"": ""-477"", ""Total assets less current liabilities"": ""35"", ""Net assets"": ""35"", ""Capital and reserves"": ""35""}"
X8Y4VL1F,"{""Debtors"": ""10"", ""10"": ""10"", ""NET CURRENT ASSETS"": ""10"", ""TOTAL ASSETS LESS CURRENT LIABILITIES CAPITAL AND RESERVES"": ""10"", ""Called up share capital"": ""10"", ""SHAREHOLDERS FUNDSFor the year ending 31/03/2019 the company was entities to exemption under section 480 of the Companies Act 2006 relating"": ""10""}"
X8Y4VLLC,"{""Current assetsCreditors: amounts falling due within"": ""2070"", ""one year"": ""-79"", ""Net current assets"": ""1991"", ""Total assets less current liabilities"": ""1991"", ""Net assets"": ""1991"", ""Capital and reserves"": ""1991"", ""Average number of employee"": ""1""}"
X8Y4VMKJ,"{""Creditors: amounts falling due within one year"": ""-6000"", ""Net current assets (liabilities)"": ""-6000"", ""Total assets less current liabilities"": ""-6000"", ""Total net assets (liabilities)"": ""-6000"", ""Capital and reserves"": ""-6000""}"
X8Y4VNMA,"{""Fixed Assets"": ""8792"", ""Current Assets"": ""24563"", ""Creditors: amounts falling due within one year"": ""-31912"", ""Net current assets (liabilities)"": ""-7349"", ""Total assets less current liabilitiesCreditors: amounts falling due after more than one"": ""1443"", ""Total net assets (liabilities)"": ""152"", ""Capital and reserves For the year ending 31 May 2019 the company was entities to exemption under section 477 of the"": ""152""}"
X8Y4VOB7,"{""Called up share capital not paid"": ""50000"", ""Net assetsTssued share capital"": ""50000"", ""50000 Ordinary Shares 1 of £ each"": ""50000"", ""Total Shareholder funds STATEMENTS"": ""50000""}"
X8Y4VOCB,"{""Cash at bank and in hand"": ""1"", ""Net assetsIssued share capital"": ""1"", ""1 ORDINARY Share of £ | each"": ""1"", ""Total Shareholder funds STATEMENTS"": ""1""}"
X8Y4VOS8,"{""Current Assets"": ""1"", ""Net current assets (liabilities)"": ""1"", ""Total assets less current liabilities"": ""1"", ""Total net assets (liabilities)"": ""1"", ""Capital and reserves For the year ending 31 May 2019 the company was entities to exemption under section 477 of the"": ""1""}"
X8Y4VPEP,"{""Cash at bank and in hand"": ""100"", ""Net assets"": ""100"", ""100 Ordinary Shares of £ | each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y4VQ55,"{""Fixed Assets"": ""456450"", ""Creditors: amounts falling due within one year"": ""-54659"", ""Net current assets (liabilities)"": ""-54659"", ""Total assets less current liabilities Creditors: amounts falling due after more than one"": ""401791"", ""Total net assets (liabilities)"": ""57874"", ""Capital and reserves For the year ending 31 March 2019 the company was entities to exemption under section 477 of the"": ""57874""}"
X8Y4VR7S,"{""Cash at bank and in hand"": ""1"", ""Net assetsIssued share capital"": ""1"", ""1 Ordinary Share 1 of £ each"": ""1"", ""Total Shareholder funds STATEMENTS"": ""1""}"
X8Y4VRIA,{}
X8Y4VS77,"{""Called up share capital not paid Current assets"": ""0"", ""Cash at bank and in hand"": ""1"", ""Net assets Authorised share capital"": ""1"", ""2 Ordinary of £1 each"": ""1"", ""Total shareholder funds NOTES"": ""1""}"
X8Y4VSM1,"{""Fixed Assets"": ""1438"", ""Current Assets"": ""25471"", ""Creditors: amounts falling due within one year"": ""-17491"", ""Net current assets (liabilities)"": ""7980"", ""Total assets less current liabilities"": ""9418"", ""Total net assets (liabilities)"": ""9418"", ""Capital and reserves For the year ending 31 May 2019 the company was entities to exemption under section 477 of the"": ""9418""}"
X8Y4VSM9,"{""Net assets"": ""0"", ""Reserves STATEMENTS"": ""0""}"
X8Y4VTL4,"{""Current Assets"": ""10582"", ""Creditors: amounts falling due within one year"": ""-10579"", ""Net current assets (liabilities)"": ""3"", ""Total assets less current liabilities"": ""3"", ""Total net assets (liabilities)"": ""3"", ""Reserves"": ""3""}"
X8Y4VTZ6,"{""Cash at bank and in hand"": ""4"", ""Net assetsIssued share capital"": ""4"", ""4 ordinary Shares 1 of £ each"": ""4"", ""Total Shareholder funds STATEMENTS"": ""4""}"
X8Y4W2I3,"{""Net assets"": ""0"", ""Reserves STATEMENTS"": ""0""}"
X8Y4W2YH,"{""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""1000 Ordinary Shares of £ 0,001 each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4W2YW,"{""Called up share capital not paid"": ""100"", ""Net assetsTssued share capital"": ""100"", ""100 Ordinary Shares of £ | each"": ""100"", ""Total Shareholder funds STATEMENTS"": ""100""}"
X8Y4W3ZF,"{""Fixed assets"": ""2378"", ""Current assets"": ""28355"", ""one year"": ""-20194"", ""Net current assets"": ""8161"", ""Total assets less current liabilities"": ""10539"", ""Accruals and deferred income"": ""-2740"", ""Net assets"": ""7799"", ""Capital and reserves"": ""7799""}"
X8Y4W423,"{""Fixed Assets"": ""290"", ""Current Assets"": ""2090"", ""Creditors: amounts falling due within one year"": ""-568"", ""Net current assets (liabilities)"": ""1522"", ""Total assets less current liabilities"": ""1812"", ""Accruals and deferred income"": ""-780"", ""Total net assets (liabilities)"": ""1032"", ""Reserves For the year ending 30 April 2019 the company was entities to exemption under section 477 of the"": ""1032""}"
X8Y4W4EP,"{""Fixed Assets"": ""38260"", ""Current Assets"": ""6200"", ""Net current assets (liabilities)"": ""6200"", ""Total assets less current liabilities Creditors: amounts falling due after more than one"": ""44460"", ""Total net assets (liabilities)"": ""-13100"", ""Capital and reserves For the year ending 31 May 2019 the company was entities to exemption under section 477 of the"": ""-13100""}"
X8Y4W6ER,"{""Called up share capital not paid"": ""1"", ""Net assetsTssued share capital"": ""1"", ""1 Ordinary Share 1 of £ each"": ""1"", ""Total Shareholder funds STATEMENTS"": ""1""}"
X8Y4W7RS,"{""Called up share capital not paid"": ""1"", ""Net assetsTssued share capital"": ""1"", ""1 Ordinary Share 1 of £ each"": ""1"", ""Total Shareholder funds STATEMENTS"": ""1""}"
X8Y4W7ZV,"{""Cash at bank and in hand"": ""1"", ""Net assetsIssued share capital"": ""1"", ""1 Ordinary Share 1 of £ each"": ""1"", ""Total Shareholder funds STATEMENTS"": ""1""}"
X8Y4W876,"{""Called up share capital not paid"": ""1"", ""Net assetsTssued share capital"": ""1"", ""1 Ordinary Share 1 of £ each"": ""1"", ""Total Shareholder funds STATEMENTS"": ""1""}"
X8Y4W8G9,"{""Called up share capital not paid"": ""16"", ""Net assets"": ""16"", ""16 Ordinary Shares of £ | each"": ""16"", ""Total Shareholder funds"": ""16""}"
X8Y4W91U,"{""Called up share capital not paid"": ""1"", ""Net assetsTssued share capital"": ""1"", ""1 Ordinary Share 1 of £ each"": ""1"", ""Total Shareholder funds STATEMENTS"": ""1""}"
X8Y4WAVC,"{""Current Assets"": ""4387"", ""Creditors: amounts falling due within one year"": ""-350"", ""Net current assets (liabilities)"": ""4037"", ""Total assets less current liabilities"": ""4037"", ""Creditors: amounts falling due after more than one year"": ""-35600"", ""Total net assets (liabilities)"": ""-31563"", ""Capital and reserves"": ""-31563""}"
X8Y4WB00,"{""Net assets"": ""0"", ""Reserves STATEMENTS"": ""0""}"
X8Y4WDTE,"{""Called up share capital not paid"": ""2"", ""Net assetsTssued share capital"": ""2"", ""2 Ordinary Shares 1 of £ each"": ""2"", ""Total Shareholder funds STATEMENTS"": ""2""}"
X8Y4WDW9,"{""Current Assets"": ""100"", ""Creditors: amounts falling due within one year"": ""0"", ""Net current assets (liabilities)"": ""100"", ""Total assets less current liabilities"": ""100"", ""Accruals and deferred income"": ""0"", ""Total net assets (liabilities)"": ""100"", ""Capital and reserves"": ""100""}"
X8Y4WFEP,"{""Cash at bank and in hand"": ""100"", ""Net assetsIssued share capital"": ""100"", ""100 Ordinary Shares 1 of £ each"": ""100"", ""Total Shareholder funds STATEMENTS"": ""100""}"
X8Y4WFMO,"{""Cash at bank and in hand"": ""100"", ""Net assetsIssued share capital"": ""100"", ""100 ORDINARY Shares 1 of £ each"": ""100"", ""Total Shareholder funds STATEMENTS"": ""100""}"
X8Y4WHBC,"{""Called up share capital not paid Current assets"": ""0"", ""Cash at bank and in hand"": ""100"", ""Net assets Authorised share capital"": ""100"", ""100 Ordinary of £1 each"": ""100"", ""Total shareholder funds NOTES"": ""100""}"
X8Y4WHHN,"{""Cash at bank and in hand"": ""1"", ""Net assets Issued share capital"": ""1""}"
X8Y4WJGP,"{""Cash at bank and in hand"": ""1"", ""Net assetsIssued share capital"": ""1"", ""1 Ordinary Share 1 of £ each"": ""1"", ""Total Shareholder funds STATEMENTS"": ""1""}"
X8Y4WJNS,"{""Fixed assets"": ""844"", ""Current assetsCreditors: amounts falling due within"": ""31979"", ""one year"": ""-20019"", ""Net current assets"": ""11960"", ""Total assets less current liabilities"": ""12804"", ""Accruals and deferred income"": ""-540"", ""Net assets"": ""12264"", ""Capital and reserves The company is a private company limited by shares and incorporated in England. Its registered office is"": ""12264""}"
X8Y4SMXM,"{""Cash at bank and in hand"": ""100"", ""Net assetsIssued share capital"": ""100"", ""100 Ordinary Shares 1 of £ each"": ""100"", ""Total Shareholder funds STATEMENTS"": ""100""}"
X8Y4SNUY,"{""Cash at bank and in hand"": ""1"", ""Net assets Issued share capital"": ""1"", ""1 Ordinary Share 1 of £ each"": ""1""}"
X8Y4SNXT,"{""Current Assets"": ""25982"", ""Creditors: amounts falling due within one year"": ""-25637"", ""Net current assets (liabilities)"": ""345"", ""Total assets less current liabilities"": ""345"", ""Total net assets (liabilities)"": ""345"", ""Capital and reserves For the year ending 31 May 2019 the company was entities to exemption under section 477 of the"": ""345""}"
X8Y4SOZS,"{""Current Assets"": ""100"", ""Net current assets (liabilities)"": ""100"", ""Total assets less current liabilities"": ""100"", ""Total net assets (liabilities)"": ""100"", ""Capital and reserves For the year ending 31 May 2019 the company was entities to exemption under section 477 of the"": ""100""}"
X8Y4SP1S,"{""Current assets"": ""2436"", ""year"": ""-3747"", ""Net current (liabilities)/assets"": ""-1311"", ""Total assets less current liabilities"": ""-1311"", ""Net (liabilities)/assets"": ""-1311"", ""Capital and reserves"": ""-1311"", ""Average number of employee"": ""1""}"
X8Y4SP8R,"{""Current Assets"": ""34045"", ""Creditors: amounts falling due within one year"": ""-32070"", ""Net current assets (liabilities)"": ""1975"", ""Total assets less current liabilities"": ""1975"", ""Total net assets (liabilities)"": ""1975"", ""Capital and reserves"": ""1975""}"
X8Y4SP28,"{""Cash at bank and in hand"": ""1"", ""Net assetsIssued share capital"": ""1"", ""1 Ordinary Share 1 of £ each"": ""1""}"
X8Y4SPSO,"{""Current Assets"": ""42530"", ""Creditors: amounts falling due within one year"": ""-30180"", ""Net current assets (liabilities)"": ""12350"", ""Total assets less current liabilities"": ""12350"", ""Accruals and deferred income"": ""-1840"", ""Total net assets (liabilities)"": ""10510"", ""ReservesFor the year ending 31 May 2019 the company was entities to exemption under section 477 of the"": ""10510""}"
X8Y4SR0I,"{""Current Assets"": ""3514"", ""Creditors: amounts falling due within one year"": ""-10516"", ""Net current assets (liabilities)"": ""-7002"", ""Total assets less current liabilities"": ""-7002"", ""Total net assets (liabilities)"": ""-7002"", ""Capital and reserves"": ""-7002""}"
X8Y4SRG8,"{""Cash at bank and in hand"": ""96"", ""Net assetsIssued share capital"": ""96"", ""96 Ordinary Shares 1 of £ each"": ""96"", ""Total Shareholder funds STATEMENTS"": ""96""}"
X8Y4STP4,"{""Current assets"": ""1307"", ""Creditors: amounts falling due within one year"": ""6130"", ""Net current (liabilities)/assets"": ""-4823"", ""Net (liabilitiesłassets"": ""-4823"", ""Capital and reserves"": ""-4823"", ""Employee"": ""3""}"
X8Y4STUZ,"{""Fixed assets"": ""1332"", ""Current assetsCreditors: amounts falling due within"": ""9242"", ""one year"": ""-10551"", ""Net current liabilities"": ""-1309"", ""Total assets less current liabilitiesCreditors: amounts falling due after"": ""23"", ""Net assets"": ""23"", ""Capital and reserves"": ""23""}"
X8Y4SWO1,"{""Called up share capital not paid"": ""1"", ""Net assets"": ""1"", ""1 Ordinary Share 1 of £ each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4SWQ1,{}
X8Y4SWQH,"{""Cash at bank and in hand"": ""2"", ""Net assetsIssued share capital"": ""2"", ""2 Ordinary Shares 1 of £ each"": ""2"", ""Total Shareholder funds STATEMENTS"": ""2""}"
X8Y4SXX7,"{""Current Assets"": ""8278"", ""Prepayments and accrued income"": ""1"", ""Creditors: amounts falling due within one year"": ""-8212"", ""Net current assets (liabilities)"": ""67"", ""Total assets less current liabilities"": ""67"", ""Total net assets (liabilities)"": ""67"", ""Capital and reserves"": ""67""}"
X8Y4SXZU,"{""Cash at bank and in hand"": ""2"", ""Net assetsIssued share capital"": ""2"", ""2 Ordinary Shares 1 of £ each"": ""2"", ""Total Shareholder funds STATEMENTS"": ""2""}"
X8Y4SYH4,"{""Cash at bank and in hand"": ""100"", ""Net assets"": ""100"", ""100 Ordinary Shares 1 of £ each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y4SZ5L,"{""Cash at bank and in hand"": ""1"", ""Net assetsIssued share capital"": ""1"", ""1 Ordinary Share 1 of £ each"": ""1""}"
X8Y4SZOY,"{""Called up share capital not paid"": ""2"", ""Net assetsTssued share capital"": ""2"", ""2 Ordinary Shares 1 of £ each"": ""2"", ""Total Shareholder funds STATEMENTS"": ""2""}"
X8Y4T0LT,"{""Current Assets"": ""228"", ""Creditors: amounts falling due within one year"": ""199"", ""Net current assets (liabilities)"": ""29"", ""Total assets less current liabilities"": ""29"", ""Total net assets (liabilities)"": ""29"", ""Capital and reserves"": ""29""}"
X8Y4T1Q0,{}
X8Y4T2MJ,"{""Cash at bank and in hand"": ""1"", ""Net assetsIssued share capital"": ""1"", ""1 Ordinary Share 1 of £ each"": ""1"", ""Total Shareholder funds STATEMENTS"": ""1""}"
X8Y4T2OB,"{""Current assets"": ""8"", ""Net current assets"": ""8"", ""Total assets less current liabilities"": ""8"", ""Net assets"": ""8"", ""Capital and reservesThe company is a private company limited by shares and incorporated in England. Its registered office is 23"": ""8""}"
X8Y4T3KA,"{""Fixed Assets"": ""49314"", ""Current Assets"": ""14303"", ""Net current assets (liabilities)"": ""14303"", ""Total assets less current liabilities Creditors: amounts falling due after more than one"": ""63617"", ""(21478)"": ""-21478"", ""Provisions for liabilities"": ""-51221"", ""Accruals and deferred income"": ""-900"", ""Total net assets (liabilities)"": ""-9982"", ""Capital and reserves For the year ending 31 March 2019 the company was entities to exemption under section 477 of the"": ""-9982""}"
X8Y4T6GG,"{""Cash at bank and in hand"": ""1"", ""Net assetsIssued share capital"": ""1"", ""1 Ordinary Share 1 of £ each"": ""1"", ""Total Shareholder funds STATEMENTS"": ""1""}"
X8Y4T6RU,"{""Fixed Assets"": ""325705"", ""Current Assets"": ""209051"", ""Creditors: amounts falling due within one year"": ""-281290"", ""Net current assets (liabilities)"": ""-72239"", ""Total assets less current liabilities"": ""253466"", ""Total net assets (liabilities)"": ""253466"", ""Capital and reserves"": ""253466""}"
X8Y4T6W9,"{""Fixed Assets"": ""2844"", ""Current Assets"": ""11230"", ""Creditors: amounts falling due within one year"": ""-13192"", ""Net current assets (liabilities)"": ""-1962"", ""Total assets less current liabilities"": ""882"", ""Total net assets (liabilities)"": ""882"", ""Capital and reserves"": ""882""}"
X8Y4T8NS,"{""Net assets"": ""0"", ""Reserves STATEMENTS"": ""0""}"
X8Y4T8P4,"{""Cash at bank and in hand"": ""1"", ""Net assetsIssued share capital"": ""1"", ""1 Ordinary Share 1 of £ each"": ""1"", ""Total Shareholder funds STATEMENTS"": ""1""}"
X8Y4T8PC,"{""Cash at bank and in hand"": ""100"", ""Net assets Issued share capital"": ""100"", ""100 ordinary Shares 1 of £ each"": ""100"", ""Total Shareholder funds STATEMENTS"": ""100""}"
X8Y4T9BL,"{""Fixed Assets"": ""50398"", ""Current Assets"": ""145751"", ""Creditors: amounts falling due within one year"": ""-120686"", ""Net current assets (liabilities)"": ""25065"", ""Total assets less current liabilities Creditors: amounts falling due after more than one"": ""75463"", ""Total net assets (liabilities)"": ""61181"", ""Capital and reserves"": ""61181""}"
X8Y4T68H,{}
X8Y4T78O,"{""Cash at bank and in hand"": ""1"", ""Net assetsIssued share capital"": ""1"", ""1 Ordinary Share 1 of £ each"": ""1"", ""Total Shareholder funds STATEMENTS"": ""1""}"
X8Y4T788,"{""Called up share capital not paid"": ""2"", ""Net assetsTssued share capital"": ""2"", ""2 Ordinary Shares 1 of £ each"": ""2"", ""Total Shareholder funds STATEMENTS"": ""2""}"
X8Y4TAXD,"{""Called up share capital not paid"": ""100"", ""Net assetsTssued share capital"": ""100"", ""100 Ordinary Shares 1 of £ each"": ""100"", ""Total Shareholder funds STATEMENTS"": ""100""}"
X8Y4TBSP,"{""Cash at bank and in hand"": ""1"", ""Net assetsIssued share capital"": ""1"", ""1 Ordinary Share 1 of £ each"": ""1"", ""Total Shareholder funds STATEMENTS"": ""1""}"
X8Y4TCB6,{}
X8Y4TCWB,{}
X8Y4TD22,"{""Called up share capital not paid"": ""2"", ""Net assets Tssued share capital"": ""2""}"
X8Y4TDK0,"{""Called up share capital not paid"": ""2"", ""Net assets"": ""2"", ""2 Ordinary Shares 1 of £ each"": ""2"", ""Total Shareholder funds"": ""2""}"
X8Y4TDOJ,"{""Cash at bank and in hand"": ""1"", ""Net assetsIssued share capital"": ""1"", ""1 ORDINARY Share of £ | each"": ""1"", ""Total Shareholder funds STATEMENTS"": ""1""}"
X8Y4TFAZ,"{""Current Assets"": ""1631"", ""Creditors: amounts falling due within one year"": ""-984"", ""Net current assets (liabilities)"": ""647"", ""Total assets less current liabilities"": ""647"", ""Total net assets (liabilities)"": ""647"", ""Capital and reserves"": ""647""}"
X8Y4TG1N,{}
X8Y4TGZ6,"{""Current Assets"": ""21293"", ""Creditors: amounts falling due within one year"": ""-7897"", ""Net current assets (liabilities)"": ""13396"", ""Total assets less current liabilities"": ""13396"", ""Total net assets (liabilities)"": ""13396"", ""Capital and reserves"": ""13396""}"
X8Y4THD4,"{""Cash at bank and in hand"": ""2"", ""Net assetsIssued share capital"": ""2"", ""2 Ordinary Shares 1 of £ each"": ""2"", ""Total Shareholder funds STATEMENTS"": ""2""}"
X8Y4TJ1O,"{""Called up share capital not paid"": ""63"", ""Net assetsTssued share capital"": ""63"", ""63 Ordinary Shares of £ | each"": ""63"", ""Total Shareholder funds STATEMENTS"": ""63""}"
X8Y4TJ1S,"{""Current Assets"": ""31263"", ""Creditors: amounts falling due within one year"": ""-24054"", ""Net current assets (liabilities)"": ""7209"", ""Total assets less current liabilities"": ""7209"", ""Total net assets (liabilities)"": ""7209"", ""Capital and reserves"": ""7209""}"
X8Y4TKGH,"{""Called up share capital not paid"": ""100"", ""Net assetsTssued share capital"": ""100"", ""100 Ordinary Shares 1 of £ each"": ""100"", ""Total Shareholder funds STATEMENTS"": ""100""}"
X8Y4TKLK,"{""Called up share capital not paid"": ""100"", ""Net assetsTssued share capital"": ""100"", ""100 Ordinary Shares of £ | each"": ""100"", ""Total Shareholder funds STATEMENTS"": ""100""}"
X8Y4TKPN,"{""Current Assets"": ""2124"", ""Creditors: amounts falling due within one year"": ""-250"", ""Net current assets (liabilities)"": ""1874"", ""Total assets less current liabilities Creditors: amounts falling due after more than one"": ""1874"", ""Total net assets (liabilities)"": ""-88754"", ""Capital and reserves For the year ending 31 October 2019 the company was entities to exemption under section 477 of"": ""-88754""}"
X8Y4TLIR,"{""Called up share capital not paid"": ""1"", ""Current Assets"": ""320"", ""Prepayments and accrued income"": ""135"", ""Net current assets (liabilities)"": ""455"", ""Total assets less current liabilities"": ""456"", ""Total net assets (liabilities)"": ""456"", ""Capital and reserves"": ""456""}"
X8Y4TOYI,"{""Fixed Assets"": ""53"", ""Current Assets"": ""3405"", ""Creditors: amounts falling due within one year"": ""-360"", ""Net current assets (liabilities)"": ""3045"", ""Total assets less current liabilities"": ""3098"", ""Total net assets (liabilities)"": ""3098"", ""Capital and reserves For the year ending 31 May 2019 the company was entities to exemption under section 477 of the"": ""3098""}"
X8Y4TQB7,"{""Fixed Assets"": ""33943"", ""Current Assets"": ""201078"", ""Creditors: amounts falling due within one year"": ""-59142"", ""Net current assets (liabilities)"": ""141936"", ""Total assets less current liabilities"": ""175879"", ""Total net assets (liabilities)"": ""175879"", ""Capital and reserves"": ""175879""}"
X8Y4TQBN,"{""Called up share capital not paid"": ""300"", ""Net assetsTssued share capital"": ""300"", ""300 Ordinary Shares 1 of £ each"": ""300"", ""Total Shareholder funds STATEMENTS"": ""300""}"
X8Y4TU43,"{""Called up share capital not paid Current assets"": ""0"", ""Cash at bank and in hand"": ""100"", ""Net assets Authorised share capital"": ""100"", ""100 ORDINARY SHARES of £1 each"": ""100"", ""Total shareholder funds NOTES"": ""100""}"
X8XZIBOZ,"{""Called up share capital not paid"": ""1"", ""Fixed Assets"": ""23000"", ""Current Assets"": ""15474"", ""Creditors: amounts falling due within one year"": ""-35344"", ""Net current assets (liabilities)"": ""-19870"", ""Total assets less current liabilities"": ""3131"", ""Total net assets (liabilities)"": ""3131"", ""Capital and reserves"": ""3131""}"
X8XZINW9,"{""Called up share capital not paid"": ""1"", ""Net assets"": ""1"", ""1 Ordinary Share 1 of £ each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4QNJE,"{""Called up share capital not paid"": ""2"", ""Fixed Assets"": ""675"", ""Current Assets"": ""4403"", ""Creditors: amounts falling due within one year"": ""0"", ""Net current assets (liabilities)"": ""4403"", ""Total assets less current liabilities"": ""5080"", ""Creditors: amounts falling due after more than one year"": ""0"", ""Provisions for liabilities"": ""0"", ""Accruals and deferred income"": ""0"", ""Total net assets (liabilities)"": ""5080"", ""Capital and reserves For the year ending 31 May 2019 the company was entities to exemption under section 477 of the"": ""5080""}"
X8Y4QWQB,"{""Fixed Assets"": ""6000"", ""Current Assets"": ""9228"", ""Creditors: amounts falling due within one year"": ""-10285"", ""Net current assets (liabilities)"": ""-1057"", ""Total assets less current liabilities"": ""4943"", ""Total net assets (liabilities)"": ""4943"", ""Capital and reserves"": ""4943""}"
X8Y4RM8X,"{""Current Assets"": ""11077"", ""Creditors: amounts falling due within one year"": ""-4215"", ""Net current assets (liabilities)"": ""6862"", ""Total assets less current liabilities"": ""6862"", ""Creditors: amounts falling due after more than one year"": ""0"", ""Provisions for liabilities"": ""0"", ""Accruals and deferred income"": ""0"", ""Total net assets (liabilities)"": ""6862"", ""Capital and reserves For the year ending 31 October 2019 the company was entities to exemption under section 477 of"": ""6862""}"
X8Y4SRGR,"{""Fixed Assets"": ""16232"", ""Current Assets"": ""174721"", ""Creditors: amounts falling due within one year"": ""-166173"", ""Net current assets (liabilities)"": ""8548"", ""Total assets less current liabilities"": ""24780"", ""Total net assets (liabilities)"": ""24780"", ""Capital and reserves"": ""24780""}"
X8Y4TD2I,"{""Called up share capital not paid"": ""100"", ""Net assets"": ""100"", ""100 Ordinary Shares of £ | each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y4TGYA,{}
